ActivityName,district_name,tehsil_name,ucs,training_type,no_partcpnt,attend_m,attend_f,new_partcpnt,duration,t_venue,water_avail,func_wash,tmat_agenda,tmar_tsheet,tmar_vaccvial,tmar_rmap,tmar_fm,tmar_chalk,tmar_other,p_briefed,aic_sit,vacc_admin_videos,stall_method,sk_ipc,sk_vacc_administration,sk_finger_mark,sk_door_chalk,sk_data_record,sk_gender_mainstream,sop_ipc,sop_vacc_administration,sop_finger_mark,sop_door_chalk,sop_data_record,sop_gender_mainstream,qa,feedback,ttmv2_picture,stall_comm,stall_visiting,stall_guid,vacc_mang_vvm,stall_visiting_process,stall_pfm,stall_guid_fm,stall_board,stall_doorm,stall_guid_door,stall_tely_pana,stall_fill_telly,stall_guid_data_r,stall_afp,stall_payment_p,local_lang,local_lang_guideline,field_activity,field_demonstration
NID DEC 2025,NOWSHERA,NOWSHERA,GANDHERI,mt,28,5,23,1,280,1,0,1,1,1,1,1,0,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
NID DEC 2025,NOWSHERA,NOWSHERA,DHERI KATTI KHEL,mt,8,0,9,1,210,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,PESHAWAR,MATTANI,PISHTAKHARA,cbv,15,0,15,1,230,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,PESHAWAR,SADDAR,MERA KACHORI,cbv,25,0,24,4,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,PESHAWAR,CITY,PALOSI,cbv,13,0,10,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,PESHAWAR,MATTANI,MASHOGAGAR,cbv,22,11,7,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,PESHAWAR,SMT,LANDI ARBAB,cbv,13,13,13,4,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,NOWSHERA,JEHANGIRA,MERA AKORA,mt,30,0,27,5,260,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,PESHAWAR,SMT,DEH BAHADAR,cbv,18,16,16,1,260,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,PESHAWAR,SMT,NOTHIA JADEED,cbv,15,0,12,2,260,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,NOWSHERA,NOWSHERA,BADRASHI,mt,22,0,18,0,305,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,PESHAWAR,CITY,KHALSA 1,cbv,18,0,18,1,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,PESHAWAR,SMT,SHAHEEN MUSLIM TWN1,cbv,19,0,21,2,240,0,1,1,1,1,1,1,1,1,1,1,1,0,1,,,,,,,,,,,,,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
NID DEC 2025,CHARSADA,TANGI,MC TANGI,mt,26,12,14,2,190,1,1,1,0,1,1,1,0,1,1,1,1,0,1,,,,,,,,,,,,,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0
NID DEC 2025,PESHAWAR,CITY,MALAKANDHER,cbv,20,0,20,3,260,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,NOWSHERA,NOWSHERA,BARA BANDA,mt,28,25,25,3,280,1,1,1,1,1,1,1,0,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,MOHMAND,BAIZAI,KODA KHEL,mt,25,22,0,2,240,1,0,0,1,1,1,1,1,1,1,1,1,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NID DEC 2025,MOHMAND,SAFI LAKARO,ALINGAR,mt,8,1,0,0,185,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NID DEC 2025,PESHAWAR,CITY,SUFAID DHERI,cbv,21,21,21,1,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,NOWSHERA,JEHANGIRA,KHAIRABAD CAMP,mt,21,0,19,1,250,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,PESHAWAR,SMT,YAKATOOT 3,cbv,12,0,12,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,PESHAWAR,SMT,LANDI ARBAB,cbv,13,0,13,4,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,PESHAWAR,SMT,NOTHIA JADEED,cbv,15,0,15,2,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,PESHAWAR,CITY,SUFAID DHERI,cbv,22,0,22,1,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,PESHAWAR,CITY,HAYAT ABAD 2,cbv,19,2,17,2,240,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,PESHAWAR,CITY,SHAHI BAGH,cbv,14,9,5,3,120,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,PESHAWAR,CITY,MALAKANDHER,cbv,20,4,16,2,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,NOWSHERA,JEHANGIRA,MERA AKORA,mt,31,1,30,0,220,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,MOHMAND,SAFI LAKARO,SANDO KHEL,mt,8,8,0,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,CHARSADA,CHARSADDA,MOHAMMAD NARI:SHEIKHO:CHENDRO DAAG:DARGAY:BAHLOLA,mt,30,24,6,0,300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,CHARSADA,CHARSADDA,BAHLOLA:CHENDRO DAAG:DARGAY:MOHAMMAD NARI:SHEIKHO,mt,30,24,6,30,300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,KHYBER,BARA,MANDI KAS,cbv,22,18,4,1,180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,KHYBER,BARA,SHALOBAR:NOGAZI BABA,cbv,30,29,0,8,180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,CHARSADA,CHARSADDA,MC-4 CHARSADDA,smt,31,2,29,0,300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,MOHMAND,EKKAGHUND,DAB KOR,mt,17,0,17,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,CHARSADA,CHARSADDA,MC-4 CHARSADDA,smt,31,2,29,0,300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,CHARSADA,CHARSADDA,AGRA,mt,28,2,26,25,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,CHARSADA,SHABQADAR,HASSANZAI,mt,30,1,29,2,230,1,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,CHARSADA,CHARSADDA,SARKI TETARA,mt,24,23,23,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,CHARSADA,TANGI,ZIAM,mt,18,0,15,0,360,0,1,0,0,1,1,1,1,1,1,1,1,0,1,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,NOWSHERA,NOWSHERA,PIRPAI,mt,17,1,14,2,250,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,CHARSADA,SHABQADAR,RASHAKI,mt,29,8,21,2,180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,MOHMAND,PARANG GHAAR,ASGHAR,mt,21,21,16,3,360,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,MOHMAND,HALEEMZAI,KASSI,mt,29,14,15,4,250,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
NID FEB 2026,NOWSHERA,NOWSHERA,KABUL RIVER,mt,30,7,23,1,250,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,NOWSHERA,NOWSHERA,KHESHGI BALA,mt,23,4,17,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,NOWSHERA,NOWSHERA,KHESHGI PAYAN,mt,27,4,22,1,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,CHARSADA,TANGI,ABAZAI,mt,29,4,25,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,NOWSHERA,NOWSHERA,AZAKHEL BALA,mt,27,0,22,0,265,1,1,1,1,1,0,1,0,0,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NID FEB 2026,CHARSADA,CHARSADDA,GHONDA KARKANA,mt,18,1,17,0,260,1,1,1,1,1,0,1,0,0,1,1,1,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,NOWSHERA,PABBI,JALOZAI,mt,24,2,19,1,280,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,MOHMAND,HALEEMZAI,GHALLANAI,mt,19,12,7,4,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,CHARSADA,CHARSADDA,MC-1 CHARSADDA,mt,30,0,30,0,360,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,NOWSHERA,JEHANGIRA,AKORA KHATTAK,mt,27,4,23,0,240,,0,1,0,1,0,0,1,1,0,1,0,0,0,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,0,1
NID FEB 2026,CHARSADA,TANGI,MANDANI,mt,21,21,21,0,180,1,1,1,0,1,1,1,0,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0
NID FEB 2026,MOHMAND,EKKAGHUND,EKKAGHUND,mt,26,6,17,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NID FEB 2026,NOWSHERA,JEHANGIRA,NIZAMPUR,mt,30,9,17,2,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,MOHMAND,PANDIALI,DANISHKOOL,mt,19,14,0,3,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NID FEB 2026,NOWSHERA,NOWSHERA,DHERI KATTI KHEL,mt,18,0,16,1,330,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
NID FEB 2026,NOWSHERA,NOWSHERA,KHESHGI PAYAN,mt,27,4,22,1,210,1,0,0,1,1,1,1,1,1,1,1,1,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0
NID FEB 2026,KHYBER,JAMRUD,GHUNDI A,cbv,19,19,0,2,180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,CHARSADA,CHARSADDA,RAJJAR 1,mt,25,3,21,1,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,MOHMAND,EKKAGHUND,MICHANI,mt,16,0,14,0,240,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NID FEB 2026,MOHMAND,AMBAR,CHARGOLAI,mt,30,17,0,1,210,1,1,0,1,1,1,1,1,1,0,1,1,0,1,,,,,,,,,,,,,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NID FEB 2026,NOWSHERA,PABBI,CHOKI MAMREZ,mt,24,3,21,24,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,CHARSADA,CHARSADDA,MC-4 CHARSADDA,smt,28,2,26,1,300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,NOWSHERA,NOWSHERA,NOWSHERA CITY,mt,19,3,16,2,300,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NID FEB 2026,CHARSADA,SHABQADAR,MC-3 SHABQADAR,mt,28,2,26,2,180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,NOWSHERA,NOWSHERA,KHESHGI PAYAN,mt,18,4,12,1,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,MOHMAND,SAFI LAKARO,MAMAD GAT,mt,25,12,1,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NID FEB 2026,MOHMAND,KHAWEZAI,JUMA KHEL,mt,23,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0
NID FEB 2026,CHARSADA,TANGI,GANDHERI,mt,22,8,13,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,NOWSHERA,PABBI,PABBI,mt,30,11,19,1,240,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,NOWSHERA,NOWSHERA,DHERI KATTI KHEL,mt,30,3,31,2,270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,NOWSHERA,NOWSHERA,KABUL RIVER,mt,29,29,29,1,260,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,CHARSADA,CHARSADDA,MC-3 CHARSADDA,mt,18,1,17,18,300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,NOWSHERA,JEHANGIRA,KHAIRABAD,mt,28,0,25,2,260,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,CHARSADA,CHARSADDA,TURANGZAI,mt,16,0,15,0,240,1,1,1,1,1,1,0,1,1,0,1,1,0,1,,,,,,,,,,,,,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
NID FEB 2026,CHARSADA,TANGI,SHODAAG,mt,21,18,17,1,200,1,1,1,0,1,1,0,0,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0
NID FEB 2026,CHARSADA,TANGI,DHAKKI,mt,30,0,26,0,360,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,NOWSHERA,NOWSHERA,GANDHERI,mt,30,5,21,1,310,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,NOWSHERA,NOWSHERA,RASHAKAI,mt,22,1,21,1,270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,NOWSHERA,NOWSHERA,ZIARAT KAKA SAHIB,mt,26,8,18,0,240,1,1,1,1,1,1,0,1,1,1,1,0,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
NID FEB 2026,MOHMAND,BAIZAI,GHANAM SHAH,mt,31,16,0,8,240,1,1,1,0,1,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NID FEB 2026,NOWSHERA,NOWSHERA,PIRSABAQ,mt,26,2,22,0,239,1,0,1,1,1,1,0,1,1,0,1,0,0,1,,,,,,,,,,,,,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NID FEB 2026,CHARSADA,CHARSADDA,DHERI ZARDAD,mt,17,4,13,1,360,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,NOWSHERA,NOWSHERA,KABUL RIVER,mt,29,0,29,1,300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,MOHMAND,SAFI LAKARO,SANDO KHEL,mt,32,17,2,1,220,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,NOWSHERA,NOWSHERA,BADRASHI,cbv,28,0,28,1,300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,NOWSHERA,NOWSHERA,NAWA KALY,smt,15,3,12,1,240,1,0,0,1,1,1,1,0,1,1,1,1,1,1,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,KHYBER,LANDI KOTAL,TORA WELA:TORKHAM,cbv,15,15,0,0,180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,KHYBER,JAMRUD,SHAH KAS B,cbv,26,26,0,0,200,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,KHYBER,LANDI KOTAL,LOE SHALMAN A,cbv,17,17,0,0,180,0,1,0,1,1,1,1,0,1,1,1,0,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,KHYBER,JAMRUD,SHAH KAS A,cbv,17,17,0,0,120,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NID FEB 2026,PESHAWAR,SMT,YAKATOOT 3,cbv,25,5,20,0,300,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,PESHAWAR,SMT,SHEIKH JUNAID ABAD,cbv,13,0,13,0,350,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,KHYBER,BARA,AJAB TALAB,cbv,15,15,0,0,180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NID FEB 2026,NOWSHERA,NOWSHERA,BADRASHI,smt,28,0,28,1,360,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,MOHMAND,HALEEMZAI,KAMALI,mt,26,18,8,1,260,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
NID FEB 2026,KHYBER,JAMRUD,SHAH KAS B,cbv,26,26,0,0,180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,NOWSHERA,NOWSHERA,KHESHGI PAYAN,mt,16,3,12,0,270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,PESHAWAR,CITY,KAKSHAL,cbv,11,0,11,0,220,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID FEB 2026,PESHAWAR,CITY,ASIA DABGARI,cbv,14,0,14,0,180,0,1,1,0,1,1,0,1,1,0,0,0,0,1,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0
NID FEB 2026,KHYBER,LANDI KOTAL,SHEIKHMAL KHEL,cbv,21,21,0,2,180,1,0,0,1,1,1,1,1,1,1,1,1,0,1,,,,,,,,,,,,,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
